,method,num_hf,num_lf,problem,seed
611,ck,4,30,Forrester_1a,4
612,ck,6,30,Forrester_1a,4
613,ck,8,30,Forrester_1a,4
614,ck,10,30,Forrester_1a,4
615,ck,12,30,Forrester_1a,4
616,ck,14,30,Forrester_1a,4
617,ck,16,30,Forrester_1a,4
618,ck,18,30,Forrester_1a,4
619,ck,20,30,Forrester_1a,4
620,ck,2,35,Forrester_1a,4
621,ck,4,35,Forrester_1a,4
622,ck,6,35,Forrester_1a,4
623,ck,8,35,Forrester_1a,4
624,ck,10,35,Forrester_1a,4
625,ck,12,35,Forrester_1a,4
626,ck,14,35,Forrester_1a,4
627,ck,16,35,Forrester_1a,4
628,ck,18,35,Forrester_1a,4
629,ck,20,35,Forrester_1a,4
630,ck,2,40,Forrester_1a,4
631,ck,4,40,Forrester_1a,4
632,ck,6,40,Forrester_1a,4
633,ck,8,40,Forrester_1a,4
634,ck,10,40,Forrester_1a,4
635,ck,12,40,Forrester_1a,4
636,ck,14,40,Forrester_1a,4
637,ck,16,40,Forrester_1a,4
638,ck,18,40,Forrester_1a,4
639,ck,20,40,Forrester_1a,4
640,ck,2,45,Forrester_1a,4
641,ck,4,45,Forrester_1a,4
642,ck,6,45,Forrester_1a,4
643,ck,8,45,Forrester_1a,4
644,ck,10,45,Forrester_1a,4
645,ck,12,45,Forrester_1a,4
646,ck,14,45,Forrester_1a,4
647,ck,16,45,Forrester_1a,4
648,ck,18,45,Forrester_1a,4
649,ck,20,45,Forrester_1a,4
650,ck,2,50,Forrester_1a,4
651,ck,4,50,Forrester_1a,4
652,ck,6,50,Forrester_1a,4
653,ck,8,50,Forrester_1a,4
654,ck,10,50,Forrester_1a,4
655,ck,12,50,Forrester_1a,4
656,ck,14,50,Forrester_1a,4
657,ck,16,50,Forrester_1a,4
658,ck,18,50,Forrester_1a,4
659,ck,20,50,Forrester_1a,4
660,ck,2,55,Forrester_1a,4
661,ck,4,55,Forrester_1a,4
662,ck,6,55,Forrester_1a,4
663,ck,8,55,Forrester_1a,4
664,ck,10,55,Forrester_1a,4
665,ck,12,55,Forrester_1a,4
666,ck,14,55,Forrester_1a,4
667,ck,16,55,Forrester_1a,4
668,ck,18,55,Forrester_1a,4
669,ck,20,55,Forrester_1a,4
670,ck,2,60,Forrester_1a,4
671,ck,4,60,Forrester_1a,4
672,ck,6,60,Forrester_1a,4
673,ck,8,60,Forrester_1a,4
674,ck,10,60,Forrester_1a,4
675,ck,12,60,Forrester_1a,4
676,ck,14,60,Forrester_1a,4
677,ck,16,60,Forrester_1a,4
678,ck,18,60,Forrester_1a,4
679,ck,20,60,Forrester_1a,4
680,ck,2,65,Forrester_1a,4
681,ck,4,65,Forrester_1a,4
682,ck,6,65,Forrester_1a,4
683,ck,8,65,Forrester_1a,4
684,ck,10,65,Forrester_1a,4
685,ck,12,65,Forrester_1a,4
686,ck,14,65,Forrester_1a,4
687,ck,16,65,Forrester_1a,4
688,ck,18,65,Forrester_1a,4
689,ck,20,65,Forrester_1a,4
690,ck,2,70,Forrester_1a,4
691,ck,4,70,Forrester_1a,4
692,ck,6,70,Forrester_1a,4
693,ck,8,70,Forrester_1a,4
694,ck,10,70,Forrester_1a,4
695,ck,12,70,Forrester_1a,4
696,ck,14,70,Forrester_1a,4
697,ck,16,70,Forrester_1a,4
698,ck,18,70,Forrester_1a,4
699,ck,20,70,Forrester_1a,4
700,ck,2,75,Forrester_1a,4
701,ck,4,75,Forrester_1a,4
702,ck,6,75,Forrester_1a,4
703,ck,8,75,Forrester_1a,4
704,ck,10,75,Forrester_1a,4
705,ck,12,75,Forrester_1a,4
706,ck,14,75,Forrester_1a,4
707,ck,16,75,Forrester_1a,4
708,ck,18,75,Forrester_1a,4
709,ck,20,75,Forrester_1a,4
710,ck,2,80,Forrester_1a,4
711,ck,4,80,Forrester_1a,4
712,ck,6,80,Forrester_1a,4
713,ck,8,80,Forrester_1a,4
714,ck,10,80,Forrester_1a,4
715,ck,12,80,Forrester_1a,4
716,ck,14,80,Forrester_1a,4
717,ck,16,80,Forrester_1a,4
718,ck,18,80,Forrester_1a,4
719,ck,20,80,Forrester_1a,4
