,progress,linear_without_bias_normalized_mae,linear_without_bias_normalized_rmse,linear_without_bias_r2,linear_without_bias_cpu_time,linear_normalized_mae,linear_normalized_rmse,linear_r2,linear_cpu_time,quadratic_normalized_mae,quadratic_normalized_rmse,quadratic_r2,quadratic_cpu_time
0,finished,2.056395968706476,0.6177416568927397,0.0869839214812321,4.114161014556885,2.0190062473408883,0.6001695021797298,0.1381880850786415,2.490858793258667,8.10190739653761,1.3490117964703872,-3.35407738239514,1.9747498035430908
1,finished,1.5258724300472708,0.2744567881776046,0.8197760093666506,3.201585292816162,1.5396401514312992,0.345850492066187,0.713818573399686,2.895559787750244,1.3480852550366402,0.3003354288903168,0.7841869107534244,2.001840829849243
2,finished,0.4046178499092548,0.0807268844747641,0.9844080285006764,3.1700825691223145,0.480397848877445,0.0849916360446737,0.9827170836886792,2.120309591293335,0.4248960193932196,0.0787404368952982,0.9851659312049024,3.049467325210572
3,finished,0.2721373396141844,0.0464721191242192,0.994832867456576,3.926194667816162,0.7993887275550107,0.0979199935145227,0.9770592611786608,2.3898582458496094,0.7390881362633189,0.091684070369674,0.9798881315306904,2.528538703918457
4,finished,0.3787830491135416,0.0654234175692127,0.9897592656064088,3.565203666687012,0.3181704116384839,0.0600452262707173,0.9913737583522167,3.18125581741333,0.301867240377694,0.0614032939193918,0.99097913909058,2.677837610244751
5,finished,0.0903350888897014,0.0204559917267199,0.998998834841834,3.81416368484497,0.1966869994729545,0.0374981216154234,0.9966357855259658,2.6825995445251465,0.2947410389922604,0.0394992802241049,0.996267128741468,2.8552048206329346
6,finished,0.0854936729879176,0.0195864647658411,0.9990821393324756,3.2818644046783447,0.0882181723388914,0.0197557852322581,0.9990662013517112,3.2930448055267334,0.0888905312075569,0.0225450346397054,0.9987839079137673,2.4807281494140625
7,finished,0.0484362294100585,0.0154466611585903,0.9994291343806668,3.574526071548462,0.0483595372805045,0.0154255670751088,0.9994306924733394,4.1862523555755615,0.0473789361358939,0.0159917152362654,0.9993881362221088,3.624653577804565
8,finished,0.0521720570163583,0.0171750792083654,0.9992942317035262,8.641478300094604,0.0517045485004837,0.0171552593908265,0.9992958596584942,5.62175989151001,0.0519943545193334,0.0167030511975463,0.9993324923104496,3.9066762924194336
9,finished,0.0462315699722597,0.0154024842758288,0.9994323950206824,4.224246025085449,0.0458354692968481,0.0154148062471291,0.9994314864906376,2.9652292728424072,0.0458185712356577,0.0153895994585322,0.999433344273713,2.623377561569214
10,finished,1.7496689823758254,0.4378842662746897,0.543793330047909,2.249798536300659,1.5397216108574003,0.3795058838982255,0.6573269292562528,1.0547714233398438,1.4218856442137322,0.4139977804396059,0.5922077436555526,0.96882963180542
11,finished,0.485667490149874,0.0975768269416837,0.9773464467342474,1.808673858642578,1.4175449322658673,0.3363905747411079,0.7307655763754173,1.4672787189483645,1.586841880462155,0.4317988574491067,0.5563853021188767,1.0530290603637695
12,finished,0.4315119164924547,0.0954732261517473,0.9783126671278932,2.454414129257202,0.4151116797448754,0.0933326380606583,0.9792742606593028,1.6912634372711182,0.4041131644162697,0.0934179683376116,0.9792363459155627,1.2735466957092283
