,progress,mae,mse,r2,cpu_time
7777,finished,3.4572543402918527e-06,3.3429931023117747e-11,0.9999999999983328,0.2769100666046142
7778,finished,4.16246762526646e-05,6.96982904006293e-08,0.9999999965237584,0.0303847789764404
7779,finished,0.0004273271246385,3.652902716884714e-07,0.9999999817809404,0.0222995281219482
7780,finished,1.382681875921579,3.155632947577571,0.8426110173985157,0.3909707069396972
7781,finished,9.946144142505006e-06,1.5600565449133768e-10,0.9999999999922192,0.6570866107940674
7782,finished,0.4262527634020066,0.2663764560406249,0.9867143232113208,0.1671192646026611
7783,finished,0.068716788002077,0.0074416828778967,0.9996288418468016,0.1617493629455566
7784,finished,8.628208069485165e-06,1.4610043149775055e-10,0.9999999999927132,0.2967743873596191
7785,finished,3.190385897875959e-05,3.266197652987688e-08,0.9999999983709654,0.0343585014343261
7786,finished,3.177854209537042e-05,3.305518157184261e-08,0.999999998351354,0.2388288974761963
7787,finished,0.0001504202262133,4.6419298836864055e-08,0.9999999976848112,0.0506291389465332
7788,finished,1.239407244520739,2.508503497409441,0.8748869656679765,0.6762576103210449
7789,finished,3.2908148418334816e-05,2.7611797967752484e-08,0.999999998622846,0.0405559539794921
7790,finished,1.4853017530753707,3.419519421445845,0.8294495298825789,0.1565921306610107
7791,finished,0.9958780220486524,1.4907469786037584,0.925648149142696,0.4988329410552978
7792,finished,1.2858432940774524e-05,5.4187029696083925e-09,0.9999999997297392,0.2389953136444091
7793,finished,1.298670174622111e-05,5.412373652902873e-09,0.9999999997300548,0.0284960269927978
7794,finished,2.424133483040546e-05,7.859057060842781e-09,0.9999999996080252,0.0417253971099853
7795,finished,1.4127243726378806e-05,5.294274924834849e-09,0.999999999735945,0.0384266376495361
7796,finished,1.3073378671129616e-05,5.363249984448702e-09,0.9999999997325048,0.0232892036437988
7797,finished,2.670642113697329e-05,6.62462840544378e-09,0.9999999996695929,0.0400645732879638
7798,finished,2.998599523292256e-05,1.598279618882118e-09,0.9999999999202848,0.375941514968872
7799,finished,3.301355268828546,15.329154332781735,0.2354497355499721,0.1778571605682373
7800,finished,3.849551442461721,22.341912461497508,-0.1239471899634425,0.1901988983154297
7801,finished,8.724163654601525e-05,2.1986242727910843e-08,0.9999999988939454,0.1910812854766845
7802,finished,7.960166538833799e-05,2.3439541937729605e-08,0.9999999988208348,0.1782515048980713
7803,finished,8.443860953996782e-05,2.7480686188102872e-08,0.9999999986175382,0.0413107872009277
7804,finished,1.2305447934346283,2.070113842848526,0.8958594685847197,0.0645551681518554
7805,finished,0.0001610485408129,6.7752105305907e-08,0.9999999965916172,0.1569433212280273
7806,finished,9.436211345445528e-05,1.92470278932347e-08,0.9999999990317462,0.11391282081604
