,method,num_hf,num_lf,problem,seed
467,hk,16,55,Forrester_1a,3
468,hk,18,55,Forrester_1a,3
469,hk,20,55,Forrester_1a,3
470,hk,2,60,Forrester_1a,3
471,hk,4,60,Forrester_1a,3
472,hk,6,60,Forrester_1a,3
473,hk,8,60,Forrester_1a,3
474,hk,10,60,Forrester_1a,3
475,hk,12,60,Forrester_1a,3
476,hk,14,60,Forrester_1a,3
477,hk,16,60,Forrester_1a,3
478,hk,18,60,Forrester_1a,3
479,hk,20,60,Forrester_1a,3
480,hk,2,65,Forrester_1a,3
481,hk,4,65,Forrester_1a,3
482,hk,6,65,Forrester_1a,3
483,hk,8,65,Forrester_1a,3
484,hk,10,65,Forrester_1a,3
485,hk,12,65,Forrester_1a,3
486,hk,14,65,Forrester_1a,3
487,hk,16,65,Forrester_1a,3
488,hk,18,65,Forrester_1a,3
489,hk,20,65,Forrester_1a,3
490,hk,2,70,Forrester_1a,3
491,hk,4,70,Forrester_1a,3
492,hk,6,70,Forrester_1a,3
493,hk,8,70,Forrester_1a,3
494,hk,10,70,Forrester_1a,3
495,hk,12,70,Forrester_1a,3
496,hk,14,70,Forrester_1a,3
497,hk,16,70,Forrester_1a,3
498,hk,18,70,Forrester_1a,3
499,hk,20,70,Forrester_1a,3
500,hk,2,75,Forrester_1a,3
501,hk,4,75,Forrester_1a,3
502,hk,6,75,Forrester_1a,3
503,hk,8,75,Forrester_1a,3
504,hk,10,75,Forrester_1a,3
505,hk,12,75,Forrester_1a,3
506,hk,14,75,Forrester_1a,3
507,hk,16,75,Forrester_1a,3
508,hk,18,75,Forrester_1a,3
509,hk,20,75,Forrester_1a,3
510,hk,2,80,Forrester_1a,3
511,hk,4,80,Forrester_1a,3
512,hk,6,80,Forrester_1a,3
513,hk,8,80,Forrester_1a,3
514,hk,10,80,Forrester_1a,3
515,hk,12,80,Forrester_1a,3
516,hk,14,80,Forrester_1a,3
517,hk,16,80,Forrester_1a,3
518,hk,18,80,Forrester_1a,3
519,hk,20,80,Forrester_1a,3
520,hk,2,85,Forrester_1a,3
521,hk,4,85,Forrester_1a,3
522,hk,6,85,Forrester_1a,3
523,hk,8,85,Forrester_1a,3
524,hk,10,85,Forrester_1a,3
525,hk,12,85,Forrester_1a,3
526,hk,14,85,Forrester_1a,3
527,hk,16,85,Forrester_1a,3
528,hk,18,85,Forrester_1a,3
529,hk,20,85,Forrester_1a,3
530,hk,2,90,Forrester_1a,3
531,hk,4,90,Forrester_1a,3
532,hk,6,90,Forrester_1a,3
533,hk,8,90,Forrester_1a,3
534,hk,10,90,Forrester_1a,3
535,hk,12,90,Forrester_1a,3
536,hk,14,90,Forrester_1a,3
537,hk,16,90,Forrester_1a,3
538,hk,18,90,Forrester_1a,3
539,hk,20,90,Forrester_1a,3
540,hk,2,95,Forrester_1a,3
541,hk,4,95,Forrester_1a,3
542,hk,6,95,Forrester_1a,3
543,hk,8,95,Forrester_1a,3
544,hk,10,95,Forrester_1a,3
545,hk,12,95,Forrester_1a,3
546,hk,14,95,Forrester_1a,3
547,hk,16,95,Forrester_1a,3
548,hk,18,95,Forrester_1a,3
549,hk,20,95,Forrester_1a,3
550,hk,2,100,Forrester_1a,3
551,hk,4,100,Forrester_1a,3
552,hk,6,100,Forrester_1a,3
553,hk,8,100,Forrester_1a,3
554,hk,10,100,Forrester_1a,3
555,hk,12,100,Forrester_1a,3
556,hk,14,100,Forrester_1a,3
557,hk,16,100,Forrester_1a,3
558,hk,18,100,Forrester_1a,3
559,hk,20,100,Forrester_1a,3
560,hk,2,105,Forrester_1a,3
561,hk,4,105,Forrester_1a,3
562,hk,6,105,Forrester_1a,3
563,hk,8,105,Forrester_1a,3
564,hk,10,105,Forrester_1a,3
